ID_ENTITAT,CARREC,GENERE,NOM_COMARCA,NOM_PROVINCIA
24752,Presidenta,dona,Noguera,Lleida
24752,Secretària,dona,Noguera,Lleida
24752,Tresorera,dona,Noguera,Lleida
24752,Vocal 1r,dona,Noguera,Lleida
24752,Vocal 5è,dona,Noguera,Lleida
24752,Vocal 6è,dona,Noguera,Lleida
24752,Vocal 2n,dona,Noguera,Lleida
24752,Vocal 3r,dona,Noguera,Lleida
24752,Vocal 4t,dona,Noguera,Lleida
58686,Tresorera,dona,Vallès Occidental,Barcelona
58686,Secretària,dona,Vallès Occidental,Barcelona
58686,Presidenta,dona,Vallès Occidental,Barcelona
58686,Vicepresidenta,dona,Vallès Occidental,Barcelona
58686,Vocal,dona,Vallès Occidental,Barcelona
58686,Vocal,dona,Vallès Occidental,Barcelona
58686,Vocal,dona,Vallès Occidental,Barcelona
58686,Vocal,dona,Vallès Occidental,Barcelona
58686,Vocal,dona,Vallès Occidental,Barcelona
65970,Secretària,dona,Cerdanya,Girona
65970,Tresorera,dona,Cerdanya,Girona
65970,Presidenta,dona,Cerdanya,Girona
65970,Vicepresident,home,Cerdanya,Girona
26976,Secretària,dona,Montsià,Tarragona
26976,Presidenta,dona,Montsià,Tarragona
26976,Vicepresident,home,Montsià,Tarragona
26976,Vocal,dona,Montsià,Tarragona
26976,Vocal,dona,Montsià,Tarragona
26976,Vocal,dona,Montsià,Tarragona
26976,Vocal,dona,Montsià,Tarragona
26976,Vocal,dona,Montsià,Tarragona
26976,Tresorera,dona,Montsià,Tarragona
26976,Vocal,dona,Montsià,Tarragona
26976,Vocal,home,Montsià,Tarragona
27897,Vocal,dona,Montsià,Tarragona
27897,Tresorer,home,Montsià,Tarragona
27897,Vocal,home,Montsià,Tarragona
27897,Vocal,home,Montsià,Tarragona
27897,Vocal,dona,Montsià,Tarragona
27897,Secretària,dona,Montsià,Tarragona
27897,Vocal,dona,Montsià,Tarragona
27897,Vocal,dona,Montsià,Tarragona
27897,Presidenta,dona,Montsià,Tarragona
61800,Tresorera,dona,Vallès Occidental,Barcelona
61800,Presidenta,dona,Vallès Occidental,Barcelona
61800,Secretària,dona,Vallès Occidental,Barcelona
28273,Secretària,dona,Baix Ebre,Tarragona
28273,Presidenta,dona,Baix Ebre,Tarragona
28273,Vocal,home,Baix Ebre,Tarragona
28273,Tresorera,dona,Baix Ebre,Tarragona
28273,Vocal,dona,Baix Ebre,Tarragona
28273,Vocal,dona,Baix Ebre,Tarragona
77221,Vocal,home,Baix Llobregat,Barcelona
77221,Presidenta,dona,Baix Llobregat,Barcelona
77221,Vocal,dona,Baix Llobregat,Barcelona
77221,Vocal,dona,Baix Llobregat,Barcelona
77221,Tresorera,dona,Baix Llobregat,Barcelona
77221,Vocal,dona,Baix Llobregat,Barcelona
77221,Vocal,dona,Baix Llobregat,Barcelona
77221,Secretari,dona,Baix Llobregat,Barcelona
89452,Secretària,dona,Vallès Occidental,Barcelona
89452,Presidenta,dona,Vallès Occidental,Barcelona
89452,Tresorera,dona,Vallès Occidental,Barcelona
24635,Vocal,dona,Alt Urgell,Lleida
24635,Vicepresidenta,dona,Alt Urgell,Lleida
24635,Vocal,dona,Alt Urgell,Lleida
24635,Vocal,dona,Alt Urgell,Lleida
24635,Vocal,dona,Alt Urgell,Lleida
24635,Vocal,dona,Alt Urgell,Lleida
24635,Vocal,dona,Alt Urgell,Lleida
24635,Vocal,home,Alt Urgell,Lleida
24635,Secretària,dona,Alt Urgell,Lleida
24635,President,home,Alt Urgell,Lleida
24635,Vocal,home,Alt Urgell,Lleida
24635,Vocal,dona,Alt Urgell,Lleida
24635,Vocal,dona,Alt Urgell,Lleida
24635,Tresorera,dona,Alt Urgell,Lleida
24635,Vocal,dona,Alt Urgell,Lleida
24635,Vocal,dona,Alt Urgell,Lleida
24635,Vocal,dona,Alt Urgell,Lleida
24635,Vocal,dona,Alt Urgell,Lleida
24635,Vocal,home,Alt Urgell,Lleida
24635,Vocal,dona,Alt Urgell,Lleida
24635,Vocal,dona,Alt Urgell,Lleida
24635,Vocal,dona,Alt Urgell,Lleida
4211,Tresorera,dona,Vallès Occidental,Barcelona
4211,Secretària,dona,Vallès Occidental,Barcelona
4211,Vocal,dona,Vallès Occidental,Barcelona
4211,Presidenta,dona,Vallès Occidental,Barcelona
4211,Vocal,dona,Vallès Occidental,Barcelona
4211,Vocal,dona,Vallès Occidental,Barcelona
24772,Vocal,dona,Segrià,Lleida
24772,Vocal,dona,Segrià,Lleida
24772,Vicepresidenta,dona,Segrià,Lleida
24772,Vocal,dona,Segrià,Lleida
24772,Vocal,dona,Segrià,Lleida
24772,Vocal,dona,Segrià,Lleida
24772,Vocal,dona,Segrià,Lleida
24772,Vocal,dona,Segrià,Lleida
24772,Tresorera,dona,Segrià,Lleida
24772,Secretària,dona,Segrià,Lleida
24772,Presidenta,dona,Segrià,Lleida
24772,Vocal,dona,Segrià,Lleida
24772,Vocal,home,Segrià,Lleida
24772,Vocal,home,Segrià,Lleida
3920,Vicepresidenta,dona,Barcelonès,Barcelona
3920,Vocal 1r,dona,Barcelonès,Barcelona
3920,Tresorera,dona,Barcelonès,Barcelona
3920,Secretària,dona,Barcelonès,Barcelona
3920,Vocal 2n,dona,Barcelonès,Barcelona
3920,Vocal 4t,dona,Barcelonès,Barcelona
3920,President,home,Barcelonès,Barcelona
3920,Vocal 3r,dona,Barcelonès,Barcelona
4089,Secretària,dona,Barcelonès,Barcelona
4089,Presidenta,dona,Barcelonès,Barcelona
4089,Tresorera,dona,Barcelonès,Barcelona
27622,Secretària,dona,Tarragonès,Tarragona
27622,Presidenta,dona,Tarragonès,Tarragona
27622,Vocal,home,Tarragonès,Tarragona
27622,Vocal,home,Tarragonès,Tarragona
27622,Vocal,home,Tarragonès,Tarragona
27622,Tresorer,home,Tarragonès,Tarragona
27622,Vocal,dona,Tarragonès,Tarragona
27622,Vocal,dona,Tarragonès,Tarragona
24821,Secretària,dona,Urgell,Lleida
24821,Vocal,dona,Urgell,Lleida
24821,Vocal,dona,Urgell,Lleida
24821,Vocal,dona,Urgell,Lleida
24821,Presidenta,dona,Urgell,Lleida
24821,Vocal,dona,Urgell,Lleida
24821,Tresorera,dona,Urgell,Lleida
24821,Vocal,dona,Urgell,Lleida
24821,Vicepresidenta,dona,Urgell,Lleida
62015,Presidenta,dona,Segrià,Lleida
62015,Secretària,dona,Segrià,Lleida
62015,Vocal,home,Segrià,Lleida
62015,Vocal,home,Segrià,Lleida
62015,Vocal,dona,Segrià,Lleida
62015,Tresorera,dona,Segrià,Lleida
62015,Vocal,dona,Segrià,Lleida
62015,Vocal,dona,Segrià,Lleida
62015,Vocal,dona,Segrià,Lleida
62015,Vicepresidenta,dona,Segrià,Lleida
62015,Vocal,dona,Segrià,Lleida
62015,Vocal,dona,Segrià,Lleida
81524,Secretària,dona,Pla d'Urgell,Lleida
81524,Presidenta,dona,Pla d'Urgell,Lleida
81524,Vocal,dona,Pla d'Urgell,Lleida
81524,Tresorera,home,Pla d'Urgell,Lleida
81524,Vocal,home,Pla d'Urgell,Lleida
81524,Vocal,dona,Pla d'Urgell,Lleida
81524,Vocal,dona,Pla d'Urgell,Lleida
81524,Vocal,dona,Pla d'Urgell,Lleida
81524,Vocal,dona,Pla d'Urgell,Lleida
5242,President,home,Baix Llobregat,Barcelona
5242,Secretari,home,Baix Llobregat,Barcelona
5242,Vicepresident,home,Baix Llobregat,Barcelona
5242,Tresorera,dona,Baix Llobregat,Barcelona
5242,Vocal,dona,Baix Llobregat,Barcelona
27182,Secretària,dona,Tarragonès,Tarragona
27182,President,home,Tarragonès,Tarragona
27182,Tresorera,dona,Tarragonès,Tarragona
99833,Vicepresidenta,dona,Garraf,Barcelona
99833,Secretària,dona,Garraf,Barcelona
99833,Tresorer,home,Garraf,Barcelona
99833,Presidenta,dona,Garraf,Barcelona
93171,Presidenta,dona,Baix Camp,Tarragona
93171,Secretària,dona,Baix Camp,Tarragona
93171,Vocal,dona,Baix Camp,Tarragona
93171,Tresorera,dona,Baix Camp,Tarragona
28085,Secretària,dona,Tarragonès,Tarragona
28085,Vocal,dona,Tarragonès,Tarragona
28085,Tresorera,dona,Tarragonès,Tarragona
28085,Vocal,dona,Tarragonès,Tarragona
28085,Presidenta,dona,Tarragonès,Tarragona
28085,Vicepresidenta,dona,Tarragonès,Tarragona
37591,Presidenta,dona,Pallars Jussà,Lleida
37591,Vocal,dona,Pallars Jussà,Lleida
37591,Vocal,dona,Pallars Jussà,Lleida
37591,Secretària,dona,Pallars Jussà,Lleida
37591,Vocal,dona,Pallars Jussà,Lleida
37591,Tresorera,dona,Pallars Jussà,Lleida
12821,Secretària,dona,Barcelonès,Barcelona
12821,Vicepresidenta,dona,Barcelonès,Barcelona
12821,Presidenta,dona,Barcelonès,Barcelona
12821,Tresorera,dona,Barcelonès,Barcelona
27161,Vocal,dona,Montsià,Tarragona
27161,Sotspresidenta,dona,Montsià,Tarragona
27161,Secretària,dona,Montsià,Tarragona
27161,Presidenta,dona,Montsià,Tarragona
27161,Vocal,home,Montsià,Tarragona
27161,Vocal,dona,Montsià,Tarragona
27161,Vocal,dona,Montsià,Tarragona
27161,Tresorera,dona,Montsià,Tarragona
12205,Presidenta,dona,Baix Llobregat,Barcelona
12205,Secretària,dona,Baix Llobregat,Barcelona
12205,Tresorera,dona,Baix Llobregat,Barcelona
60430,Vicepresident 2n,home,Barcelonès,Barcelona
60430,Secretària,dona,Barcelonès,Barcelona
60430,Tresorera,dona,Barcelonès,Barcelona
60430,President,home,Barcelonès,Barcelona
60430,Vicepresidenta 1a,dona,Barcelonès,Barcelona
26966,Secretària,dona,Tarragonès,Tarragona
26966,Presidenta,dona,Tarragonès,Tarragona
26966,Vocal,dona,Tarragonès,Tarragona
26966,Vocal,dona,Tarragonès,Tarragona
26966,Vocal,dona,Tarragonès,Tarragona
26966,Tresorera,dona,Tarragonès,Tarragona
9564,Vocal,dona,Vallès Occidental,Barcelona
9564,Vocal,dona,Vallès Occidental,Barcelona
9564,Secretària,dona,Vallès Occidental,Barcelona
9564,Vocal,dona,Vallès Occidental,Barcelona
9564,Vocal,dona,Vallès Occidental,Barcelona
9564,Vocal,home,Vallès Occidental,Barcelona
9564,Vocal,dona,Vallès Occidental,Barcelona
9564,Vocal,dona,Vallès Occidental,Barcelona
9564,Vocal,dona,Vallès Occidental,Barcelona
9564,Presidenta,dona,Vallès Occidental,Barcelona
9564,Vicepresidenta,dona,Vallès Occidental,Barcelona
9564,Tresorera,dona,Vallès Occidental,Barcelona
9564,Vocal,dona,Vallès Occidental,Barcelona
70272,Presidenta,dona,Baix Llobregat,Barcelona
70272,Vocal,dona,Baix Llobregat,Barcelona
70272,Vocal,dona,Baix Llobregat,Barcelona
70272,Vocal,dona,Baix Llobregat,Barcelona
70272,Vocal,dona,Baix Llobregat,Barcelona
70272,Vocal,dona,Baix Llobregat,Barcelona
70272,Tresorera,dona,Baix Llobregat,Barcelona
70272,Vocal,dona,Baix Llobregat,Barcelona
70272,Vicepresidenta,dona,Baix Llobregat,Barcelona
70272,Secretària,dona,Baix Llobregat,Barcelona
70272,Vocal,dona,Baix Llobregat,Barcelona
70272,Vocal,dona,Baix Llobregat,Barcelona
70272,Vocal,dona,Baix Llobregat,Barcelona
5846,Vicepresident,home,Maresme,Barcelona
5846,Vocal,dona,Maresme,Barcelona
5846,Vocal,home,Maresme,Barcelona
5846,President,home,Maresme,Barcelona
5846,Vocal,dona,Maresme,Barcelona
5846,Vocal,dona,Maresme,Barcelona
5846,Vocal,dona,Maresme,Barcelona
5846,Tresorer,home,Maresme,Barcelona
5846,Secretària,indeterminat,Maresme,Barcelona
5846,Vocal,dona,Maresme,Barcelona
64999,Tresorera,dona,Vallès Occidental,Barcelona
64999,Secretari,home,Vallès Occidental,Barcelona
64999,President,home,Vallès Occidental,Barcelona
24936,Vocal,dona,Pla d'Urgell,Lleida
24936,Vocal,dona,Pla d'Urgell,Lleida
24936,Tresorera,dona,Pla d'Urgell,Lleida
24936,Presidenta,dona,Pla d'Urgell,Lleida
24936,Vocal,home,Pla d'Urgell,Lleida
24936,Vocal,dona,Pla d'Urgell,Lleida
24936,Vocal,dona,Pla d'Urgell,Lleida
24936,Vocal,dona,Pla d'Urgell,Lleida
24936,Secretària,dona,Pla d'Urgell,Lleida
79062,Vocal 6è,dona,Segrià,Lleida
79062,Secretària,dona,Segrià,Lleida
79062,Vocal 4t,home,Segrià,Lleida
79062,Vocal 3r,dona,Segrià,Lleida
79062,President,home,Segrià,Lleida
79062,Vocal 7è,home,Segrià,Lleida
79062,Tresorera,dona,Segrià,Lleida
79062,Vocal 2n,dona,Segrià,Lleida
79062,Vocal 8è,dona,Segrià,Lleida
79062,Vocal 10è,dona,Segrià,Lleida
79062,Vocal 11è,dona,Segrià,Lleida
79062,Vocal 1r,dona,Segrià,Lleida
79062,Vocal 9è,dona,Segrià,Lleida
79062,Vocal 5è,home,Segrià,Lleida
8466,Secretària,dona,Barcelonès,Barcelona
8466,Vocal,dona,Barcelonès,Barcelona
8466,Vocal,dona,Barcelonès,Barcelona
8466,Tresorera,dona,Barcelonès,Barcelona
8466,Vocal,dona,Barcelonès,Barcelona
8466,Presidenta,dona,Barcelonès,Barcelona
10164,Presidenta,dona,Barcelonès,Barcelona
10164,Vicepresidenta,dona,Barcelonès,Barcelona
10164,Secretària,dona,Barcelonès,Barcelona
10164,Tresorer,home,Barcelonès,Barcelona
79907,Presidenta,dona,Vallès Oriental,Barcelona
79907,Secretària,dona,Vallès Oriental,Barcelona
79907,Tresorera,dona,Vallès Oriental,Barcelona
79907,Vocal,dona,Vallès Oriental,Barcelona
79907,Vocal,dona,Vallès Oriental,Barcelona
79907,Vocal,dona,Vallès Oriental,Barcelona
26290,Secretari,home,Pla d'Urgell,Lleida
26290,Vocal,dona,Pla d'Urgell,Lleida
26290,Tresorera,dona,Pla d'Urgell,Lleida
26290,Vocal,home,Pla d'Urgell,Lleida
26290,Vocal,dona,Pla d'Urgell,Lleida
26290,Vocal,dona,Pla d'Urgell,Lleida
26290,Vocal,home,Pla d'Urgell,Lleida
26290,Presidenta,dona,Pla d'Urgell,Lleida
26290,Vocal,home,Pla d'Urgell,Lleida
13634,Secretària,dona,Barcelonès,Barcelona
13634,Presidenta,dona,Barcelonès,Barcelona
13634,Tresorera,dona,Barcelonès,Barcelona
9600,Secretària,dona,Bages,Barcelona
9600,Presidenta,dona,Bages,Barcelona
9600,Tresorer,home,Bages,Barcelona
10040,Vocal 1r,dona,Vallès Occidental,Barcelona
10040,Tresorera,dona,Vallès Occidental,Barcelona
10040,Vicepresidenta,dona,Vallès Occidental,Barcelona
10040,Vocal 4t,home,Vallès Occidental,Barcelona
10040,Secretària,dona,Vallès Occidental,Barcelona
10040,Vocal 2n,home,Vallès Occidental,Barcelona
10040,Vocal 3r,dona,Vallès Occidental,Barcelona
10040,Vocal 5è,dona,Vallès Occidental,Barcelona
10040,Presidenta,dona,Vallès Occidental,Barcelona
6089,Secretària,dona,Maresme,Barcelona
6089,President,home,Maresme,Barcelona
6089,Tresorera,dona,Maresme,Barcelona
58469,Vocal,home,Baix Llobregat,Barcelona
58469,Vicepresident,home,Baix Llobregat,Barcelona
58469,Vocal,dona,Baix Llobregat,Barcelona
58469,Presidenta,dona,Baix Llobregat,Barcelona
58469,Secretari,home,Baix Llobregat,Barcelona
58469,Tresorer,home,Baix Llobregat,Barcelona
58469,Vocal,home,Baix Llobregat,Barcelona
64738,Presidenta,dona,Baix Llobregat,Barcelona
64738,Secretària,dona,Baix Llobregat,Barcelona
64738,Tresorera,dona,Baix Llobregat,Barcelona
23128,Secretària,dona,Gironès,Girona
23128,Tresorera,dona,Gironès,Girona
23128,President,home,Gironès,Girona
4418,Vocal,dona,Barcelonès,Barcelona
4418,Presidenta,dona,Barcelonès,Barcelona
4418,Vicepresidenta,dona,Barcelonès,Barcelona
4418,Vocal,dona,Barcelonès,Barcelona
4418,Vocal,dona,Barcelonès,Barcelona
4418,Vocal,home,Barcelonès,Barcelona
4418,Tresorera,dona,Barcelonès,Barcelona
4418,Secretària,dona,Barcelonès,Barcelona
4035,Vicepresident 2n,dona,Barcelonès,Barcelona
4035,Altres,dona,Barcelonès,Barcelona
4035,Tresorera,dona,Barcelonès,Barcelona
4035,Vicepresidenta 1a,dona,Barcelonès,Barcelona
4035,President,home,Barcelonès,Barcelona
4035,Secretari,home,Barcelonès,Barcelona
5991,Presidenta,dona,Barcelonès,Barcelona
5991,Tresorera,dona,Barcelonès,Barcelona
5991,Vicepresident,home,Barcelonès,Barcelona
5991,Secretària,dona,Barcelonès,Barcelona
5565,Tresorer,home,Maresme,Barcelona
5565,Secretari,home,Maresme,Barcelona
5565,Presidenta,dona,Maresme,Barcelona
66788,Presidenta,dona,Baix Penedès,Tarragona
66788,Vocal,dona,Baix Penedès,Tarragona
66788,Vicepresidenta,dona,Baix Penedès,Tarragona
66788,Tresorera,dona,Baix Penedès,Tarragona
66788,Vocal,dona,Baix Penedès,Tarragona
66788,Secretari,home,Baix Penedès,Tarragona
66788,Vocal,dona,Baix Penedès,Tarragona
66788,Vocal,dona,Baix Penedès,Tarragona
14035,Secretària,dona,Maresme,Barcelona
14035,Tresorer,home,Maresme,Barcelona
14035,Presidenta,dona,Maresme,Barcelona
62728,Presidenta,dona,Berguedà,Barcelona
62728,Secretària,dona,Berguedà,Barcelona
62728,Tresorera,dona,Berguedà,Barcelona
49983,Vicepresidenta,dona,Osona,Barcelona
49983,Secretari,home,Osona,Barcelona
49983,Vocal,dona,Osona,Barcelona
49983,Vocal,home,Osona,Barcelona
49983,Vocal,home,Osona,Barcelona
49983,Tresorera,dona,Osona,Barcelona
49983,Vocal,dona,Osona,Barcelona
49983,Vocal,dona,Osona,Barcelona
49983,Presidenta,dona,Osona,Barcelona
49983,Vocal,dona,Osona,Barcelona
49983,Vocal,dona,Osona,Barcelona
8047,Tresorera,dona,Baix Llobregat,Barcelona
8047,Vicepresidenta,dona,Baix Llobregat,Barcelona
8047,Secretària,dona,Baix Llobregat,Barcelona
8047,Presidenta,dona,Baix Llobregat,Barcelona
5858,President,home,Barcelonès,Barcelona
5858,Secretària,dona,Barcelonès,Barcelona
5858,Tresorera,dona,Barcelonès,Barcelona
51326,Secretària,dona,Vallès Occidental,Barcelona
51326,Vicepresidenta,dona,Vallès Occidental,Barcelona
51326,Presidenta,dona,Vallès Occidental,Barcelona
51326,Tresorera,dona,Vallès Occidental,Barcelona
70957,Secretari,dona,Vallès Oriental,Barcelona
70957,President,home,Vallès Oriental,Barcelona
70957,Tresorera,dona,Vallès Oriental,Barcelona
25144,President,home,Alt Urgell,Lleida
25144,Vicepresident,home,Alt Urgell,Lleida
25144,Vocal,dona,Alt Urgell,Lleida
25144,Vocal,dona,Alt Urgell,Lleida
25144,Vocal,dona,Alt Urgell,Lleida
25144,Tresorera,dona,Alt Urgell,Lleida
25144,Vocal,dona,Alt Urgell,Lleida
25144,Vocal,dona,Alt Urgell,Lleida
25144,Secretari,home,Alt Urgell,Lleida
51030,Presidenta,dona,Gironès,Girona
51030,Tresorera,dona,Gironès,Girona
51030,Secretària,indeterminat,Gironès,Girona
77291,Vocal,dona,Barcelonès,Barcelona
77291,Vocal,home,Barcelonès,Barcelona
77291,Tresorera,dona,Barcelonès,Barcelona
77291,Secretari,home,Barcelonès,Barcelona
77291,Presidenta,dona,Barcelonès,Barcelona
27313,Tresorera,dona,Tarragonès,Tarragona
27313,Vocal,dona,Tarragonès,Tarragona
27313,Vocal,dona,Tarragonès,Tarragona
27313,Presidenta,dona,Tarragonès,Tarragona
27313,Secretària,dona,Tarragonès,Tarragona
68871,Secretària,dona,Garraf,Barcelona
68871,President,dona,Garraf,Barcelona
68871,Tresorer,dona,Garraf,Barcelona
22901,Secretària,dona,Alt Empordà,Girona
22901,Presidenta,dona,Alt Empordà,Girona
22901,Tresorera,dona,Alt Empordà,Girona
4909,Presidenta,dona,Vallès Occidental,Barcelona
4909,Vocal,home,Vallès Occidental,Barcelona
4909,Tresorera,dona,Vallès Occidental,Barcelona
4909,Secretari,home,Vallès Occidental,Barcelona
4909,Vocal,dona,Vallès Occidental,Barcelona
73390,Secretària,dona,Baix Llobregat,Barcelona
73390,Presidenta,dona,Baix Llobregat,Barcelona
73390,Vicepresidenta,dona,Baix Llobregat,Barcelona
73390,Tresorera,dona,Baix Llobregat,Barcelona
7935,Vocal,dona,Vallès Oriental,Barcelona
7935,Vicepresidenta,dona,Vallès Oriental,Barcelona
7935,Vocal,dona,Vallès Oriental,Barcelona
7935,Tresorera,dona,Vallès Oriental,Barcelona
7935,President,home,Vallès Oriental,Barcelona
7935,Vocal,dona,Vallès Oriental,Barcelona
7935,Vocal,dona,Vallès Oriental,Barcelona
7935,Secretària,dona,Vallès Oriental,Barcelona
7221,Vocal 5è,dona,Maresme,Barcelona
7221,Vocal 6è,home,Maresme,Barcelona
7221,Vocal 3r,indeterminat,Maresme,Barcelona
7221,Tresorera,dona,Maresme,Barcelona
7221,Vocal 1r,dona,Maresme,Barcelona
7221,Vocal 4t,dona,Maresme,Barcelona
7221,Secretària,dona,Maresme,Barcelona
7221,Vocal 2n,dona,Maresme,Barcelona
7221,Presidenta,dona,Maresme,Barcelona
12110,Tresorer,dona,Barcelonès,Barcelona
12110,Presidenta,dona,Barcelonès,Barcelona
12110,Secretària,dona,Barcelonès,Barcelona
39279,Secretària,dona,Baix Llobregat,Barcelona
39279,President,home,Baix Llobregat,Barcelona
39279,Tresorera,dona,Baix Llobregat,Barcelona
22720,Presidenta,dona,Alt Empordà,Girona
22720,Secretària,dona,Alt Empordà,Girona
22720,Tresorera,dona,Alt Empordà,Girona
26963,Presidenta,dona,Tarragonès,Tarragona
26963,Secretària,dona,Tarragonès,Tarragona
26963,Vocal,indeterminat,Tarragonès,Tarragona
24863,Secretària,dona,Segrià,Lleida
24863,Presidenta,dona,Segrià,Lleida
24863,Vocal,dona,Segrià,Lleida
24863,Vocal,dona,Segrià,Lleida
24863,Vocal,dona,Segrià,Lleida
24863,Vocal,dona,Segrià,Lleida
24863,Vocal,dona,Segrià,Lleida
24863,Tresorera,dona,Segrià,Lleida
27205,Secretari,home,Alt Camp,Tarragona
27205,Vicepresident,home,Alt Camp,Tarragona
27205,Tresorera,dona,Alt Camp,Tarragona
27205,Vocal,dona,Alt Camp,Tarragona
27205,Presidenta,dona,Alt Camp,Tarragona
27205,Vocal,home,Alt Camp,Tarragona
5839,Secretària,dona,Barcelonès,Barcelona
5839,Tresorera,dona,Barcelonès,Barcelona
5839,Presidenta,dona,Barcelonès,Barcelona
8495,Secretària,dona,Vallès Oriental,Barcelona
8495,Presidenta,dona,Vallès Oriental,Barcelona
8495,Tresorera,dona,Vallès Oriental,Barcelona
8495,Vicepresident,home,Vallès Oriental,Barcelona
8495,Vicesecretària,dona,Vallès Oriental,Barcelona
86104,Secretària,dona,Montsià,Tarragona
86104,Vocal,dona,Montsià,Tarragona
86104,Tresorera,dona,Montsià,Tarragona
86104,Presidenta,dona,Montsià,Tarragona
86104,Vocal,dona,Montsià,Tarragona
4181,Secretària,dona,Barcelonès,Barcelona
4181,Presidenta,indeterminat,Barcelonès,Barcelona
4181,Tresorer,home,Barcelonès,Barcelona
27062,Presidenta,dona,Tarragonès,Tarragona
27062,Secretari,home,Tarragonès,Tarragona
27062,Tresorera,dona,Tarragonès,Tarragona
6156,Secretària,dona,Vallès Oriental,Barcelona
6156,Presidenta,dona,Vallès Oriental,Barcelona
6156,Tresorera,dona,Vallès Oriental,Barcelona
10692,Vocal,home,Barcelonès,Barcelona
10692,Presidenta,dona,Barcelonès,Barcelona
10692,Secretària,dona,Barcelonès,Barcelona
10692,Vocal,dona,Barcelonès,Barcelona
10692,Vocal,dona,Barcelonès,Barcelona
10692,Vocal,dona,Barcelonès,Barcelona
10692,Vocal,dona,Barcelonès,Barcelona
10692,Vocal,dona,Barcelonès,Barcelona
10692,Tresorera,dona,Barcelonès,Barcelona
10692,Vocal,dona,Barcelonès,Barcelona
10692,Vocal,dona,Barcelonès,Barcelona
10692,Vocal,dona,Barcelonès,Barcelona
69640,Secretària,dona,Osona,Barcelona
69640,Tresorera,dona,Osona,Barcelona
69640,President,home,Osona,Barcelona
69640,Vicepresident,home,Osona,Barcelona
61323,Vocal,dona,Vallès Oriental,Barcelona
61323,Presidenta,dona,Vallès Oriental,Barcelona
61323,Vocal,dona,Vallès Oriental,Barcelona
61323,Tresorera,dona,Vallès Oriental,Barcelona
61323,Secretària,dona,Vallès Oriental,Barcelona
75360,Vicepresident,home,Tarragonès,Tarragona
75360,Vocal,dona,Tarragonès,Tarragona
75360,Vocal,dona,Tarragonès,Tarragona
75360,Secretària,dona,Tarragonès,Tarragona
75360,Vocal,home,Tarragonès,Tarragona
75360,Presidenta,dona,Tarragonès,Tarragona
75360,Vocal,dona,Tarragonès,Tarragona
75360,Tresorera,dona,Tarragonès,Tarragona
75360,Vocal,dona,Tarragonès,Tarragona
13235,Presidenta,dona,Barcelonès,Barcelona
13235,Secretari,home,Barcelonès,Barcelona
13235,Tresorer,home,Barcelonès,Barcelona
3734,Presidenta,dona,Vallès Occidental,Barcelona
3734,Vicepresident,home,Vallès Occidental,Barcelona
3734,Secretària,dona,Vallès Occidental,Barcelona
3734,Tresorera,indeterminat,Vallès Occidental,Barcelona
42579,Tresorera,dona,Barcelonès,Barcelona
42579,President,home,Barcelonès,Barcelona
42579,Secretària,dona,Barcelonès,Barcelona
5174,Presidenta,dona,Osona,Barcelona
5174,Secretària,dona,Osona,Barcelona
5174,Tresorera,dona,Osona,Barcelona
5769,Secretària,dona,Vallès Occidental,Barcelona
5769,Tresorera,dona,Vallès Occidental,Barcelona
5769,Presidenta,dona,Vallès Occidental,Barcelona
5769,Vocal,dona,Vallès Occidental,Barcelona
5769,Vicepresidenta,dona,Vallès Occidental,Barcelona
5769,Vocal,dona,Vallès Occidental,Barcelona
5769,Vocal,dona,Vallès Occidental,Barcelona
5769,Vocal,dona,Vallès Occidental,Barcelona
5769,Vocal,dona,Vallès Occidental,Barcelona
5641,Secretària,dona,Vallès Oriental,Barcelona
5641,Tresorera,dona,Vallès Oriental,Barcelona
5641,President,home,Vallès Oriental,Barcelona
106577,President,home,Selva,Girona
106577,Secretària,dona,Selva,Girona
106577,Tresorera,dona,Selva,Girona
6553,Vocal,dona,Barcelonès,Barcelona
6553,Tresorera,dona,Barcelonès,Barcelona
6553,Vocal,dona,Barcelonès,Barcelona
6553,Vicepresidenta,dona,Barcelonès,Barcelona
6553,Vocal,dona,Barcelonès,Barcelona
6553,Secretària,dona,Barcelonès,Barcelona
6553,Presidenta,dona,Barcelonès,Barcelona
6553,Vocal,dona,Barcelonès,Barcelona
79531,Tresorera,dona,Selva,Girona
79531,Vicepresident,home,Selva,Girona
79531,Vicesecretària,dona,Selva,Girona
79531,Presidenta,dona,Selva,Girona
79531,Secretària,dona,Selva,Girona
24630,Secretària,dona,Segrià,Lleida
24630,Vicepresidenta,dona,Segrià,Lleida
24630,Presidenta,dona,Segrià,Lleida
24630,Vocal,dona,Segrià,Lleida
24630,Vocal,dona,Segrià,Lleida
24630,Vocal,dona,Segrià,Lleida
24630,Vocal,home,Segrià,Lleida
24630,Vocal,dona,Segrià,Lleida
24630,Vocal,home,Segrià,Lleida
24630,Vocal,dona,Segrià,Lleida
24630,Vocal,home,Segrià,Lleida
24630,Tresorera,dona,Segrià,Lleida
26964,Presidenta,dona,Alt Camp,Tarragona
26964,Secretària,dona,Alt Camp,Tarragona
26964,Tresorera,dona,Alt Camp,Tarragona
65298,Tresorera,dona,Gironès,Girona
65298,Secretari,home,Gironès,Girona
65298,President,dona,Gironès,Girona
